s_cpu,s_mem,s_node_frag,s_active,s_lbf_c,s_lbf_m,b_cpu_avg,b_mem_avg,w_pod,w_cpu,w_mem,w_pow,r_pow,r_node_frag,r_paper_frag,r_unsched,r_active,r_lbf_c,r_lbf_m
0.5908,0.6715,0.3543,30,0.5802,0.5326,0.9246,4.9535,0.3507,0.2634,0.3256,0.0602,7818.31,0.314649,0.0,0.0,30,0.4787,0.4187
0.6249,0.7116,0.3146,30,0.4787,0.4187,1.0,5.022,0.2263,0.3061,0.3968,0.0709,7903.68,0.274235,0.0,0.0,30,0.4517,0.3664
0.6713,0.752,0.2742,30,0.4517,0.3664,0.9934,5.0727,0.0471,0.184,0.3423,0.4266,8012.09,0.235546,0.0,0.0,30,0.4137,0.3203
0.7145,0.7906,0.2355,30,0.4137,0.3203,0.9998,4.9749,0.3447,0.0764,0.4778,0.1011,8239.77,0.194594,0.0,0.0,30,0.3438,0.2429
0.7468,0.8348,0.1946,30,0.3438,0.2429,1.0604,5.012,0.0687,0.0685,0.0601,0.8028,8361.67,0.158371,0.0,0.0,30,0.2983,0.1775
0.7868,0.8717,0.1584,30,0.2983,0.1775,1.0388,5.0281,0.2914,0.0498,0.316,0.3428,8422.57,0.133249,0.004264,0.032,30,0.2755,0.1455
0.8102,0.8983,0.1332,30,0.2755,0.1455,1.0622,5.0029,0.1442,0.179,0.3611,0.3158,8422.57,0.133249,0.01599,0.12,30,0.2755,0.1455
0.8102,0.8983,0.1332,30,0.2755,0.1455,1.0446,4.9993,0.3492,0.1812,0.2462,0.2234,8422.57,0.133249,0.025761,0.1933,30,0.2755,0.1455
0.0,0.0,1.0,0,0,0,1.0212,5.0112,0.2193,0.2791,0.2939,0.2077,1944.96,0.633975,0.0,0.0,20,0.9749,0.9112
0.3463,0.3762,0.634,20,0.9749,0.9112,0.9978,4.8443,0.3529,0.2344,0.2504,0.1624,6678.88,0.51986,0.0,0.0,30,0.7681,0.719
0.4518,0.4969,0.5199,30,0.7681,0.719,1.086,5.0662,0.1006,0.0763,0.0632,0.7598,7082.51,0.420233,0.0,0.0,30,0.6337,0.6183
0.552,0.6026,0.4202,30,0.6337,0.6183,0.948,4.8645,0.311,0.335,0.3065,0.0475,7590.06,0.378552,0.0,0.0,30,0.5185,0.4939
0.5891,0.6447,0.3786,30,0.5185,0.4939,1.0276,5.0692,0.0476,0.8331,0.0548,0.0645,7719.44,0.331432,0.0,0.0,30,0.4714,0.4465
0.6365,0.6926,0.3314,30,0.4714,0.4465,1.032,5.0428,0.4179,0.0701,0.0842,0.4278,8051.05,0.291728,0.0,0.0,30,0.3692,0.3416
0.6767,0.7325,0.2917,30,0.3692,0.3416,1.0172,4.9643,0.0602,0.4972,0.344,0.0986,8111.25,0.254186,0.0,0.0,30,0.3571,0.2974
0.7228,0.77,0.2542,30,0.3571,0.2974,1.0196,5.009,0.1477,0.1453,0.2851,0.4219,8217.9,0.214767,0.0,0.0,30,0.3203,0.2477
0.7626,0.8101,0.2148,30,0.3203,0.2477,1.0246,4.9923,0.1616,0.2213,0.3326,0.2845,8389.29,0.176085,0.0,0.0,30,0.2534,0.1865
0.7945,0.8534,0.1761,30,0.2534,0.1865,0.9392,5.074,0.0751,0.3492,0.3354,0.2404,8430.51,0.155976,0.006551,0.042,30,0.2348,0.1554
0.8129,0.8737,0.156,30,0.2348,0.1554,1.0718,4.9412,0.2799,0.0464,0.42,0.2537,8430.51,0.155976,0.020135,0.1291,30,0.2348,0.1554
0.8129,0.8737,0.156,30,0.2348,0.1554,0.9978,4.912,0.5322,0.1049,0.2381,0.1248,8430.51,0.155976,0.031455,0.2017,30,0.2348,0.1554
0.0,0.0,1.0,0,0,0,0.974,4.9496,0.1434,0.2201,0.3532,0.2833,1563.26,0.644735,0.0,0.0,18,0.9995,0.9671
0.3206,0.3729,0.6447,18,0.9995,0.9671,1.0254,5.0632,0.1227,0.4592,0.3385,0.0796,5401.39,0.506391,0.0,0.0,28,0.8173,0.7616
0.4521,0.5187,0.5064,28,0.8173,0.7616,0.9422,5.0261,0.0408,0.3771,0.3464,0.2357,5737.68,0.426587,0.0,0.0,28,0.6856,0.6455
0.5139,0.6045,0.4266,28,0.6856,0.6455,0.9894,4.8858,0.0821,0.0248,0.0817,0.8114,7335.37,0.38861,0.0,0.0,30,0.5506,0.5307
0.5575,0.6424,0.3886,30,0.5506,0.5307,0.9554,4.8809,0.0843,0.2236,0.3139,0.3782,7433.19,0.349225,0.0,0.0,30,0.5251,0.4826
0.602,0.6818,0.3492,30,0.5251,0.4826,0.9172,5.02,0.0827,0.7433,0.0791,0.0949,7524.99,0.310197,0.0,0.0,30,0.4976,0.438
0.6422,0.7208,0.3102,30,0.4976,0.438,0.9452,5.0679,0.0915,0.0492,0.8148,0.0445,7767.3,0.269925,0.0,0.0,30,0.4491,0.3631
0.6794,0.7618,0.2699,30,0.4491,0.3631,0.9022,5.0769,0.2784,0.1677,0.2054,0.3485,8193.34,0.229938,0.0,0.0,30,0.3557,0.2342
0.7097,0.8027,0.2299,30,0.3557,0.2342,0.9634,5.1388,0.3334,0.1766,0.3314,0.1587,8335.03,0.191046,0.0,0.0,30,0.3029,0.1989
0.7409,0.8473,0.191,30,0.3029,0.1989,0.9972,5.0699,0.1953,0.3358,0.1937,0.2752,8403.1,0.168276,0.005385,0.032,30,0.2791,0.1627
0.7644,0.8706,0.1683,30,0.2791,0.1627,1.0286,5.1394,0.315,0.1254,0.2995,0.26,8403.44,0.167748,0.019825,0.1182,30,0.2797,0.1631
0.765,0.8712,0.1677,30,0.2797,0.1631,1.0044,4.9576,0.0869,0.0589,0.0612,0.793,8403.44,0.167748,0.032152,0.1917,30,0.2797,0.1631
0.0,0.0,1.0,0,0,0,0.9656,4.908,0.3095,0.1679,0.3182,0.2044,5189.12,0.661883,0.0,0.0,28,1.0384,0.9693
0.3135,0.3481,0.6619,28,1.0384,0.9693,0.9398,4.9883,0.1594,0.0847,0.4856,0.2704,5390.77,0.497808,0.0,0.0,28,0.7904,0.7478
0.4533,0.5247,0.4978,28,0.7904,0.7478,0.9696,4.9482,0.0648,0.7784,0.087,0.0697,5676.96,0.419481,0.0,0.0,28,0.6981,0.6482
0.5289,0.6044,0.4195,28,0.6981,0.6482,0.9974,4.8986,0.0149,0.8344,0.0976,0.053,5884.83,0.381518,0.0,0.0,28,0.6441,0.5835
0.573,0.6423,0.3815,28,0.6441,0.5835,0.9448,5.0668,0.0828,0.035,0.7972,0.0849,6089.89,0.330812,0.0,0.0,28,0.5731,0.512
0.6161,0.6952,0.3308,28,0.5731,0.512,0.9446,5.1709,0.7808,0.0843,0.0474,0.0875,7810.29,0.29021,0.0,0.0,30,0.4579,0.3795
0.6507,0.7364,0.2902,30,0.4579,0.3795,0.9436,5.0054,0.0331,0.0878,0.8302,0.049,8027.25,0.248987,0.0,0.0,30,0.4046,0.3272
0.6813,0.7815,0.249,30,0.4046,0.3272,0.9954,4.9848,0.1933,0.2779,0.245,0.2838,8152.48,0.213342,0.0,0.0,30,0.3542,0.2518
0.7269,0.8171,0.2133,30,0.3542,0.2518,0.9722,4.9236,0.0619,0.0724,0.0127,0.853,8348.52,0.17589,0.0,0.0,30,0.2907,0.1716
0.7622,0.8554,0.1759,30,0.2907,0.1716,0.9876,4.8635,0.3281,0.187,0.1557,0.3292,8407.76,0.151793,0.003947,0.026,30,0.2666,0.1463
0.7862,0.8817,0.1518,30,0.2666,0.1463,1.0504,4.9668,0.2846,0.2051,0.2532,0.2571,8407.76,0.151793,0.017387,0.1145,30,0.2666,0.1463
0.7862,0.8817,0.1518,30,0.2666,0.1463,0.9934,5.0892,0.0681,0.0811,0.0512,0.7995,8407.76,0.151793,0.028588,0.1883,30,0.2666,0.1463
0.0,0.0,1.0,0,0,0,1.072,4.9877,0.3068,0.2887,0.157,0.2475,4261.03,0.649732,0.0,0.0,26,0.9968,0.9369
0.3439,0.3566,0.6497,26,0.9968,0.9369,1.017,4.9301,0.379,0.0542,0.4906,0.0762,6705.2,0.517681,0.0,0.0,30,0.7504,0.735
0.4569,0.4978,0.5177,30,0.7504,0.735,1.0114,4.9601,0.2666,0.2267,0.2847,0.2219,7055.27,0.4169,0.0,0.0,30,0.6499,0.6202
0.5619,0.6006,0.4169,30,0.6499,0.6202,0.9938,5.1036,0.4162,0.078,0.1125,0.3933,7566.56,0.374931,0.0,0.0,30,0.527,0.4937
0.6027,0.6428,0.3749,30,0.527,0.4937,1.0256,4.9923,0.2654,0.2302,0.2814,0.2229,7829.88,0.328604,0.0,0.0,30,0.4413,0.4118
0.6469,0.69,0.3286,30,0.4413,0.4118,1.0614,5.0649,0.2852,0.2651,0.2791,0.1706,7943.51,0.287542,0.0,0.0,30,0.4047,0.3586
0.6946,0.731,0.2875,30,0.4047,0.3586,0.9554,5.1017,0.2113,0.3895,0.2192,0.18,8043.63,0.249107,0.0,0.0,30,0.3721,0.307
0.7362,0.7695,0.2491,30,0.3721,0.307,1.0014,5.1061,0.8774,0.0146,0.0181,0.0899,8309.46,0.208352,0.0,0.0,30,0.288,0.2009
0.7693,0.8112,0.2084,30,0.288,0.2009,0.916,4.9512,0.1457,0.2689,0.3778,0.2076,8383.36,0.170759,0.0,0.0,30,0.256,0.1718
0.8026,0.8515,0.1708,30,0.256,0.1718,0.9196,5.0655,0.8265,0.0558,0.0776,0.04,8425.96,0.148959,0.005363,0.036,30,0.2351,0.1525
0.8216,0.8759,0.149,30,0.2351,0.1525,0.9602,5.0256,0.1722,0.2372,0.2651,0.3254,8425.96,0.148959,0.018417,0.1236,30,0.2351,0.1525
0.8216,0.8759,0.149,30,0.2351,0.1525,1.0488,4.8468,0.0968,0.013,0.0455,0.8447,8425.96,0.148959,0.029295,0.1967,30,0.2351,0.1525
0.0,0.0,1.0,0,0,0,1.054,4.948,0.0196,0.9117,0.0412,0.0275,940.79,0.669207,0.0,0.0,14,1.1321,1.1074
0.3711,0.3365,0.6692,14,1.1321,1.1074,1.0084,5.0282,0.013,0.0394,0.8996,0.0479,2114.43,0.488944,0.0,0.0,20,0.7898,0.7412
0.5063,0.531,0.4889,20,0.7898,0.7412,1.0844,5.1389,0.2516,0.3778,0.2777,0.0929,7170.6,0.441538,0.0,0.0,30,0.6298,0.5975
0.5544,0.58,0.4415,30,0.6298,0.5975,1.1018,4.8148,0.3741,0.1537,0.1613,0.311,7674.76,0.387134,0.0,0.0,30,0.5021,0.4721
0.6087,0.6345,0.3871,30,0.5021,0.4721,0.988,4.9566,0.3409,0.2823,0.1094,0.2674,7923.4,0.346509,0.0,0.0,30,0.4148,0.3726
0.6511,0.6753,0.3465,30,0.4148,0.3726,1.0348,4.8882,0.2697,0.3164,0.1664,0.2476,8011.97,0.303889,0.0,0.0,30,0.3872,0.332
0.6984,0.7187,0.3039,30,0.3872,0.332,0.993,4.9993,0.262,0.1632,0.2896,0.2853,8150.53,0.264106,0.0,0.0,30,0.3397,0.2671
0.7386,0.7586,0.2641,30,0.3397,0.2671,0.9904,4.9678,0.2753,0.1961,0.2084,0.3202,8250.59,0.224718,0.0,0.0,30,0.3148,0.221
0.7767,0.7985,0.2247,30,0.3148,0.221,0.9154,5.0221,0.8673,0.0227,0.0987,0.0113,8398.04,0.186872,0.0,0.0,30,0.252,0.1504
0.8058,0.8397,0.1869,30,0.252,0.1504,0.9454,4.8943,0.1108,0.4417,0.3301,0.1174,8421.66,0.170551,0.008528,0.05,30,0.2429,0.1493
0.8212,0.858,0.1706,30,0.2429,0.1493,1.059,5.0754,0.4822,0.1389,0.2056,0.1734,8421.66,0.170551,0.023257,0.1364,30,0.2429,0.1493
0.8212,0.858,0.1706,30,0.2429,0.1493,0.9336,5.1184,0.3697,0.3207,0.224,0.0856,8421.66,0.170551,0.035531,0.2083,30,0.2429,0.1493
0.0,0.0,1.0,0,0,0,0.9636,4.9199,0.0186,0.8649,0.0494,0.0671,928.73,0.650884,0.0,0.0,14,1.1859,1.1354
0.3547,0.3568,0.6509,14,1.1859,1.1354,1.0244,4.9134,0.2549,0.253,0.2344,0.2577,4951.23,0.510974,0.0,0.0,27,0.8066,0.7309
0.4705,0.5056,0.511,27,0.8066,0.7309,0.951,4.9087,0.0222,0.0702,0.0465,0.8611,5349.79,0.428642,0.0,0.0,27,0.6768,0.6224
0.5448,0.5944,0.4286,27,0.6768,0.6224,1.003,5.0702,0.199,0.1718,0.1002,0.5291,7486.23,0.387104,0.0,0.0,30,0.5534,0.4943
0.5854,0.6363,0.3871,30,0.5534,0.4943,1.0294,5.1836,0.2692,0.3371,0.1371,0.2566,7760.11,0.34119,0.0,0.0,30,0.4707,0.4096
0.6297,0.6831,0.3412,30,0.4707,0.4096,1.0404,5.0025,0.9282,0.0196,0.0202,0.032,8105.11,0.300475,0.0,0.0,30,0.3759,0.3062
0.6665,0.7244,0.3005,30,0.3759,0.3062,0.9532,4.9952,0.2553,0.1437,0.4025,0.1985,8165.99,0.259647,0.0,0.0,30,0.3618,0.2722
0.7101,0.7654,0.2596,30,0.3618,0.2722,1.008,4.8981,0.0614,0.075,0.0835,0.78,8237.44,0.223082,0.0,0.0,30,0.3397,0.2207
0.7534,0.8019,0.2231,30,0.3397,0.2207,1.0076,4.9928,0.3538,0.2253,0.3508,0.0701,8367.72,0.183858,0.0,0.0,30,0.2905,0.1848
0.7862,0.8456,0.1839,30,0.2905,0.1848,1.0252,4.872,0.8841,0.0166,0.0274,0.0718,8418.88,0.162432,0.005523,0.034,30,0.2694,0.1541
0.8086,0.8683,0.1624,30,0.2694,0.1541,0.9214,4.9316,0.0991,0.7409,0.0735,0.0864,8418.88,0.162432,0.019787,0.1218,30,0.2694,0.1541
0.8086,0.8683,0.1624,30,0.2694,0.1541,1.061,4.9875,0.2603,0.1727,0.3252,0.2418,8418.88,0.162432,0.031674,0.195,30,0.2694,0.1541
0.0,0.0,1.0,0,0,0,0.972,4.9043,0.271,0.2924,0.2544,0.1821,5185.79,0.667127,0.0,0.0,28,1.0589,0.961
0.315,0.3444,0.6671,28,1.0589,0.961,0.949,5.079,0.0407,0.8372,0.0347,0.0874,5330.4,0.504453,0.0,0.0,28,0.8762,0.7819
0.4634,0.5171,0.5045,28,0.8762,0.7819,0.979,4.9762,0.0145,0.1093,0.8616,0.0146,5656.95,0.422563,0.0,0.0,28,0.7269,0.6517
0.5262,0.6062,0.4226,28,0.7269,0.6517,1.0042,4.9117,0.8391,0.0988,0.0194,0.0427,7461.06,0.383694,0.0,0.0,30,0.591,0.5237
0.5647,0.6452,0.3837,30,0.591,0.5237,1.0174,5.0023,0.3364,0.1073,0.2637,0.2926,7836.93,0.342051,0.0,0.0,30,0.4809,0.4156
0.6087,0.6869,0.3421,30,0.4809,0.4156,1.0314,4.9032,0.1972,0.1789,0.3782,0.2457,7937.45,0.302465,0.0,0.0,30,0.45,0.3652
0.6565,0.7264,0.3025,30,0.45,0.3652,0.9562,5.0427,0.081,0.3952,0.3507,0.1731,8014.59,0.26387,0.0,0.0,30,0.4255,0.3239
0.6986,0.765,0.2639,30,0.4255,0.3239,0.9148,4.91,0.0546,0.2927,0.3086,0.3441,8133.46,0.226518,0.0,0.0,30,0.3879,0.2762
0.7334,0.8034,0.2265,30,0.3879,0.2762,0.9424,5.0058,0.0928,0.207,0.2521,0.4481,8286.6,0.189675,0.0,0.0,30,0.3434,0.2086
0.7644,0.8409,0.1897,30,0.3434,0.2086,1.0166,5.0363,0.3782,0.0852,0.1935,0.3431,8408.57,0.160767,0.004501,0.028,30,0.3002,0.1609
0.7868,0.8743,0.1608,30,0.3002,0.1609,1.0238,5.2317,0.0695,0.3523,0.0755,0.5027,8408.57,0.160767,0.018707,0.1164,30,0.3002,0.1609
0.7868,0.8743,0.1608,30,0.3002,0.1609,0.9388,4.9365,0.2615,0.2784,0.1522,0.3079,8408.57,0.160767,0.030546,0.19,30,0.3002,0.1609
0.0,0.0,1.0,0,0,0,1.0024,4.9313,0.2279,0.2572,0.3601,0.1548,4207.71,0.648977,0.0,0.0,26,1.0414,0.9633
0.3378,0.3641,0.649,26,1.0414,0.9633,1.0046,5.1265,0.2591,0.1007,0.4701,0.1701,6523.65,0.494198,0.0,0.0,30,0.7828,0.7394
0.4737,0.5305,0.4942,30,0.7828,0.7394,0.9754,4.9543,0.0572,0.8547,0.0123,0.0758,6770.22,0.409946,0.0,0.0,30,0.7017,0.6473
0.552,0.6175,0.4099,30,0.7017,0.6473,1.0338,4.859,0.2955,0.2715,0.2948,0.1382,7469.86,0.370857,0.0,0.0,30,0.5635,0.5225
0.5932,0.6567,0.3709,30,0.5635,0.5225,1.0042,5.1171,0.0136,0.8422,0.0458,0.0984,7606.99,0.327286,0.0,0.0,30,0.5146,0.4612
0.6384,0.7002,0.3273,30,0.5146,0.4612,1.0286,4.9343,0.3419,0.2747,0.3336,0.0498,7977.5,0.287539,0.0,0.0,30,0.4231,0.3643
0.6771,0.7403,0.2875,30,0.4231,0.3643,1.0038,4.9986,0.1826,0.3542,0.1947,0.2684,8077.73,0.251569,0.0,0.0,30,0.387,0.306
0.7233,0.7762,0.2516,30,0.387,0.306,1.011,5.0006,0.202,0.2378,0.2766,0.2836,8170.88,0.212636,0.0,0.0,30,0.3516,0.2579
0.7637,0.8154,0.2126,30,0.3516,0.2579,1.0342,4.9485,0.1537,0.1506,0.3275,0.3682,8374.77,0.17564,0.0,0.0,30,0.2792,0.178
0.797,0.8551,0.1756,30,0.2792,0.178,0.9424,4.96,0.0866,0.2908,0.2442,0.3784,8424.13,0.150517,0.004817,0.032,30,0.2588,0.1506
0.8163,0.8819,0.1505,30,0.2588,0.1506,1.0648,4.9897,0.2644,0.355,0.3101,0.0705,8424.13,0.150517,0.018062,0.12,30,0.2588,0.1506
0.8163,0.8819,0.1505,30,0.2588,0.1506,0.9986,5.0649,0.2773,0.2756,0.1765,0.2706,8424.13,0.150517,0.0291,0.1933,30,0.2588,0.1506
0.0,0.0,1.0,0,0,0,1.0334,5.1039,0.2195,0.3632,0.3745,0.0427,6268.55,0.648348,0.0,0.0,30,1.1174,1.031
0.3222,0.3737,0.6483,30,1.1174,1.031,0.9802,5.1392,0.0925,0.8282,0.0625,0.0168,6465.54,0.4882,0.0,0.0,30,0.8632,0.7687
0.475,0.5388,0.4882,30,0.8632,0.7687,0.9814,4.949,0.4084,0.1072,0.1062,0.3782,7094.75,0.419984,0.0,0.0,30,0.6819,0.6024
0.5326,0.6101,0.42,30,0.6819,0.6024,1.0136,5.0701,0.0691,0.0767,0.8391,0.015,7377.07,0.364207,0.0,0.0,30,0.6012,0.5345
0.576,0.6701,0.3642,30,0.6012,0.5345,0.9754,4.9877,0.0146,0.1005,0.8718,0.0131,7579.28,0.321916,0.0,0.0,30,0.5362,0.4729
0.6183,0.7139,0.3219,30,0.5362,0.4729,0.9864,4.8824,0.1817,0.282,0.2604,0.2759,7870.23,0.287041,0.0,0.0,30,0.455,0.3879
0.6632,0.7487,0.287,30,0.455,0.3879,1.079,4.9881,0.4495,0.05,0.3966,0.1038,8211.34,0.247651,0.0,0.0,30,0.3569,0.2814
0.7024,0.7882,0.2477,30,0.3569,0.2814,0.9668,4.8389,0.3714,0.3338,0.0701,0.2247,8274.12,0.211099,0.0,0.0,30,0.3368,0.2298
0.7445,0.8247,0.2111,30,0.3368,0.2298,1.0144,5.0058,0.3827,0.3131,0.0637,0.2405,8378.58,0.173167,0.0,0.0,30,0.2968,0.171
0.7815,0.863,0.1732,30,0.2968,0.171,0.983,4.8079,0.2008,0.261,0.2747,0.2635,8422.02,0.150257,0.005409,0.036,30,0.2814,0.1478
0.8017,0.8872,0.1503,30,0.2814,0.1478,1.0406,5.0245,0.0694,0.8239,0.0163,0.0904,8422.02,0.150257,0.018577,0.1236,30,0.2814,0.1478
0.8017,0.8872,0.1503,30,0.2814,0.1478,1.0238,4.9884,0.2699,0.193,0.1133,0.4237,8422.02,0.150257,0.02955,0.1967,30,0.2814,0.1478
0.0,0.0,1.0,0,0,0,0.925,4.869,0.2613,0.3687,0.0507,0.3193,1926.14,0.651908,0.0,0.0,20,1.0129,0.8953
0.3013,0.3638,0.6519,20,1.0129,0.8953,1.0466,5.0795,0.0663,0.3538,0.2727,0.3073,2091.92,0.488799,0.0,0.0,20,0.8475,0.7473
0.457,0.5361,0.4888,20,0.8475,0.7473,1.0314,5.0503,0.019,0.0528,0.035,0.8932,5393.56,0.431065,0.0,0.0,27,0.6745,0.6165
0.5126,0.598,0.4311,27,0.6745,0.6165,1.0104,5.0672,0.3109,0.3783,0.1425,0.1683,7576.37,0.389402,0.0,0.0,30,0.5477,0.4849
0.5509,0.6401,0.3894,30,0.5477,0.4849,0.9916,4.8659,0.2534,0.1757,0.1646,0.4062,7830.24,0.347097,0.0,0.0,30,0.459,0.3932
0.5942,0.6826,0.3471,30,0.459,0.3932,0.99,5.0763,0.0445,0.0814,0.8364,0.0376,7895.65,0.303035,0.0,0.0,30,0.4518,0.3703
0.6393,0.7275,0.303,30,0.4518,0.3703,1.0002,4.9426,0.4757,0.1947,0.2661,0.0635,8175.71,0.263891,0.0,0.0,30,0.3726,0.2694
0.6755,0.7671,0.2639,30,0.3726,0.2694,1.0362,4.8852,0.3764,0.1032,0.1772,0.3432,8284.28,0.226844,0.0,0.0,30,0.339,0.2022
0.7174,0.8042,0.2268,30,0.339,0.2022,1.0122,5.082,0.2554,0.294,0.1945,0.256,8359.63,0.189143,0.0,0.0,30,0.3195,0.1717
0.7533,0.8451,0.1891,30,0.3195,0.1717,1.0334,4.9504,0.8236,0.084,0.0188,0.0737,8416.62,0.167632,0.006705,0.04,30,0.3015,0.1517
0.7725,0.8685,0.1676,30,0.3015,0.1517,0.995,5.0302,0.1066,0.4322,0.1071,0.3541,8416.62,0.167632,0.021335,0.1273,30,0.3015,0.1517
0.7725,0.8685,0.1676,30,0.3015,0.1517,0.9732,5.1056,0.116,0.4428,0.1783,0.2629,8416.62,0.167632,0.033526,0.2,30,0.3015,0.1517
0.0,0.0,1.0,0,0,0,0.9474,4.9577,0.1095,0.4286,0.0741,0.3878,1526.03,0.645665,0.0,0.0,18,1.0633,0.9826
0.341,0.3607,0.6457,18,1.0633,0.9826,0.9244,5.1456,0.096,0.0179,0.8538,0.0322,3175.75,0.486489,0.0,0.0,23,0.8557,0.7722
0.4667,0.5349,0.4865,23,0.8557,0.7722,1.0236,5.0104,0.1465,0.2231,0.4641,0.1662,7053.1,0.42506,0.0,0.0,30,0.6772,0.6139
0.5225,0.5988,0.4251,30,0.6772,0.6139,1.091,5.0543,0.2134,0.3326,0.065,0.389,7560.24,0.383127,0.0,0.0,30,0.5402,0.4926
0.5689,0.6407,0.3831,30,0.5402,0.4926,1.0388,4.9155,0.0731,0.0207,0.8296,0.0767,7686.2,0.335753,0.0,0.0,30,0.4971,0.4499
0.6161,0.6888,0.3358,30,0.4971,0.4499,1.0266,4.9734,0.2869,0.1324,0.3207,0.2601,8010.4,0.296802,0.0,0.0,30,0.408,0.3501
0.6561,0.728,0.2968,30,0.408,0.3501,0.9538,5.1122,0.3825,0.3543,0.1251,0.138,8093.61,0.258848,0.0,0.0,30,0.3916,0.2938
0.6981,0.7661,0.2588,30,0.3916,0.2938,0.9856,5.1046,0.2056,0.1838,0.4131,0.1975,8171.11,0.218364,0.0,0.0,30,0.3731,0.2585
0.737,0.8071,0.2184,30,0.3731,0.2585,1.0124,4.8706,0.87,0.0216,0.0661,0.0423,8375.63,0.179365,0.0,0.0,30,0.3027,0.1687
0.7689,0.8474,0.1794,30,0.3027,0.1687,0.9722,5.071,0.372,0.1396,0.3659,0.1226,8417.44,0.15627,0.005001,0.032,30,0.2861,0.1563
0.7905,0.8732,0.1563,30,0.2861,0.1563,0.8776,4.9775,0.0325,0.0396,0.8558,0.0721,8417.44,0.15627,0.018752,0.12,30,0.2861,0.1563
0.7905,0.8732,0.1563,30,0.2861,0.1563,0.9996,5.0254,0.2863,0.1683,0.2343,0.3111,8417.44,0.15627,0.030212,0.1933,30,0.2861,0.1563
0.0,0.0,1.0,0,0,0,0.9702,5.0309,0.8455,0.056,0.0815,0.0169,6347.62,0.702307,0.0,0.0,30,1.0774,0.9409
0.2804,0.3076,0.7023,30,1.0774,0.9409,0.9666,5.0377,0.7377,0.0911,0.0691,0.102,6887.05,0.584552,0.0,0.0,30,0.7892,0.6461
0.3835,0.4287,0.5846,30,0.7892,0.6461,1.0636,4.991,0.0877,0.7716,0.0934,0.0474,7061.34,0.445235,0.0,0.0,30,0.6909,0.6035
0.5228,0.5799,0.4452,30,0.6909,0.6035,0.9998,5.0505,0.2478,0.1325,0.3646,0.2551,7553.46,0.399124,0.0,0.0,30,0.5661,0.4765
0.5644,0.6265,0.3991,30,0.5661,0.4765,1.0158,4.9503,0.1133,0.2126,0.2162,0.4579,7703.82,0.358746,0.0,0.0,30,0.5139,0.4146
0.6121,0.668,0.3587,30,0.5139,0.4146,1.0052,5.0163,0.3114,0.1651,0.3096,0.2139,7982.71,0.316939,0.0,0.0,30,0.4443,0.328
0.6514,0.7102,0.3169,30,0.4443,0.328,1.0444,4.8976,0.143,0.3138,0.2585,0.2848,8072.9,0.278867,0.0,0.0,30,0.4162,0.2859
0.6975,0.7482,0.2789,30,0.4162,0.2859,1.0064,5.0829,0.2428,0.1542,0.38,0.2229,8200.49,0.238511,0.0,0.0,30,0.3706,0.2476
0.7326,0.7917,0.2385,30,0.3706,0.2476,1.121,5.089,0.2523,0.3082,0.3267,0.1129,8391.56,0.200416,0.0,0.0,30,0.3099,0.1759
0.7705,0.8315,0.2004,30,0.3099,0.1759,0.9584,4.9612,0.0642,0.0409,0.0949,0.8,8411.06,0.186678,0.010827,0.058,30,0.305,0.1659
0.7842,0.8453,0.1867,30,0.305,0.1659,0.9836,5.0564,0.1777,0.3421,0.1441,0.3361,8411.06,0.186678,0.026814,0.1436,30,0.305,0.1659
0.7842,0.8453,0.1867,30,0.305,0.1659,1.04,4.9535,0.1874,0.3477,0.2859,0.179,8411.06,0.186678,0.040136,0.215,30,0.305,0.1659
0.0,0.0,1.0,0,0,0,1.0032,5.0162,0.8437,0.0382,0.0131,0.1049,6346.52,0.676995,0.0,0.0,30,1.1008,0.9578
0.3009,0.3363,0.677,30,1.1008,0.9578,1.0062,5.007,0.1852,0.5213,0.1179,0.1755,6541.11,0.507435,0.0,0.0,30,0.8583,0.7355
0.4632,0.5111,0.5074,30,0.8583,0.7355,1.09,5.1533,0.7934,0.0628,0.0698,0.074,7225.29,0.444607,0.0,0.0,30,0.6689,0.5685
0.522,0.5752,0.4446,30,0.6689,0.5685,0.9808,5.0047,0.2841,0.2681,0.389,0.0588,7593.48,0.376639,0.0,0.0,30,0.549,0.4787
0.5777,0.6516,0.3766,30,0.549,0.4787,1.1126,4.9044,0.0736,0.0759,0.7845,0.066,7770.51,0.329655,0.0,0.0,30,0.5027,0.4323
0.6235,0.6995,0.3297,30,0.5027,0.4323,1.0078,4.9753,0.2948,0.0747,0.2421,0.3883,8049.05,0.292092,0.0,0.0,30,0.4035,0.3309
0.667,0.737,0.2921,30,0.4035,0.3309,0.9426,4.9521,0.2755,0.2864,0.2112,0.227,8105.65,0.255242,0.0,0.0,30,0.3905,0.2851
0.7097,0.7738,0.2552,30,0.3905,0.2851,0.9804,5.093,0.4679,0.2428,0.0976,0.1917,8290.23,0.216188,0.0,0.0,30,0.3314,0.1927
0.7468,0.8131,0.2162,30,0.3314,0.1927,0.8996,4.9982,0.0394,0.8478,0.0883,0.0246,8350.65,0.18039,0.0,0.0,30,0.3107,0.1607
0.7791,0.8503,0.1804,30,0.3107,0.1607,1.0126,4.8726,0.2177,0.3179,0.12,0.3443,8426.25,0.156484,0.005633,0.036,30,0.2778,0.1329
